,Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
330,58,0.0,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,25,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
333,56,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,36,10.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
335,30,8.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
336,19,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
337,27,0.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
338,38,14.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
339,46,8.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,29,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
341,51,1.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
342,55,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
343,69,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
344,26,1.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
345,83,0.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
346,39,9.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
347,35,9.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
348,19,2.0,5.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
353,29,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
354,26,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
355,36,8.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
356,22,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
357,19,0.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
358,20,1.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
359,43,3.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
361,43,1.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
362,50,4.0,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
363,25,1.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
364,61,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
365,28,0.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
366,38,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
367,25,12.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
368,18,9.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
369,43,1.0,5.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
370,27,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
371,60,1.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
372,75,2.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
374,23,6.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
375,36,8.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
376,30,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
377,56,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378,52,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
379,39,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
380,35,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
381,33,0.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,25,0.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
383,27,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,35,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
385,41,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,46,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,26,9.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
391,43,13.0,2.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
392,30,8.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
393,70,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,89,3.0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
396,42,6.0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
397,37,6.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
398,29,1.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
399,68,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
400,25,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
402,48,0.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
403,51,1.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,40,1.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
405,47,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,35,1.0,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
408,19,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
410,46,0.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
411,86,0.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
412,66,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
413,42,1.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
414,73,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
415,72,1.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
416,53,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
417,39,8.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
418,27,9.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
420,23,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
421,30,0.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
422,39,5.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,26,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424,50,7.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
425,45,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,62,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
427,27,1.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
429,30,1.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430,32,7.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
432,47,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
433,32,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
434,32,5.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,67,1.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
436,77,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
438,31,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
439,42,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
441,50,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,71,0.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,72,1.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
445,45,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,40,9.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
447,36,4.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
449,30,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
450,29,2.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
451,28,0.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
454,40,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
455,52,14.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
457,26,6.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
458,55,3.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
459,20,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
460,87,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
461,28,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
462,38,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
463,42,1.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
464,42,0.0,6.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
465,29,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
466,32,0.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
468,59,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
469,22,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
471,78,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
472,32,0.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
473,37,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
474,37,1.0,4.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
476,47,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
477,68,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
478,30,3.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
479,48,2.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
480,43,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
481,33,9.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
482,31,0.0,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
483,32,1.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
484,21,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
485,29,2.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
486,35,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
487,46,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
488,38,9.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
489,32,1.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
490,28,3.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
491,68,3.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
492,45,4.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
493,58,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
494,28,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
495,32,12.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
496,30,1.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
497,42,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500,18,6.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
501,29,8.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
502,33,0.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
504,57,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
505,36,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
506,57,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
507,18,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
509,52,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,37,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,36,0.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
513,29,9.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
514,45,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,61,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
516,52,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
517,49,14.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
519,31,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
520,42,1.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
521,51,1.0,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522,42,8.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
523,29,1.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
524,33,8.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
526,21,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
527,35,9.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
528,42,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
529,41,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
530,39,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
531,28,14.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
533,61,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,62,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535,65,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
536,45,1.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,26,9.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
538,25,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
539,45,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,43,0.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
541,49,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
542,55,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,37,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
544,65,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
546,39,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
547,40,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
548,72,1.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
549,38,5.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
550,26,0.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
551,30,1.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
553,57,1.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
554,31,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
555,39,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
556,30,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
557,43,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,27,8.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
559,46,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
560,43,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
562,28,8.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
563,43,9.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
565,28,1.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
568,58,4.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
569,38,8.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
570,31,1.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
571,32,4.0,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
572,45,4.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,66,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
574,51,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,46,11.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,20,1.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
579,84,1.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
582,57,8.0,5.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
583,33,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
584,25,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
587,77,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
588,30,1.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
589,23,6.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
590,43,2.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
591,39,5.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
592,29,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
594,45,2.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
595,48,2.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
596,27,0.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
597,60,9.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
598,45,4.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
600,33,1.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
606,51,8.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
607,67,2.0,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
608,38,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,40,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
610,45,5.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
611,48,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
612,69,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
613,21,9.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
616,72,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
618,21,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
619,48,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
621,28,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
622,55,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
623,56,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
624,50,1.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
625,21,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
626,18,0.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
627,68,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
628,47,13.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
629,75,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
630,50,3.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
631,31,0.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
632,30,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
633,41,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
635,35,2.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
636,37,0.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
638,50,0.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,36,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
640,26,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
642,22,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
643,19,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
644,45,0.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
645,31,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
646,56,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
648,25,1.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
649,73,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
650,62,1.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
651,46,0.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
653,25,1.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
655,27,1.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
656,87,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
657,47,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
658,57,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,60,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
662,28,2.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
663,39,4.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
664,47,9.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
667,69,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,42,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
669,46,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
670,23,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
671,45,1.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
672,38,1.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
